"","id1","n_varieties","share_area_local","share_area_improved","xx2_xx3","xx2","per_hib_bush","per_hib_climbers","yield_pure_i_b","yield_pure_i_c","yield_pure_local_b","yield_pure_local_c","yield_pure_hib_b","yield_pure_hib_c","d","d8","d10","d11","d12","d13","d14","d15","d16","d17","d18","d19","d22","c4_1","c4_2","c4_3","c4_4","c4_5","c4_6","c4_7","bean_area","i_l_b_area","cor_c","area_irrigated_land","area_manure_land","area_compost_land","area_fertilizer_land","area_pesticide_land","bush","climber","area_no_title","area_own_title","area_renting","area_share_croping","renting","own_title","own_notitle","share_croping","share_area_imp_var","cor_c.1","mean_p_beans_year_2015","mean_p_maize_year_2015","mean_p_sorghum_year_2015","mean_p_sp_year_2015","hhid"
"1","20250403020017_1",1,0,100,20.3562341,100,0,0,20.3562341,0,0,0,0,0,25,1,25,1,0,0,4,0,0,1,1,1,0,3,21,0,0,0,0,0,491.25,49125,1965,0,1965,1965,1965,0,1,0,0,1965,0,0,0,1,0,0,100,1965,492.11470035,276.9734955,401.0070953,61.7591057,"20250403020017"
"2","20250403020020_2",1,0,100,125,100,0,0,125,0,0,0,0,0,100,2,100,1,60,0,3,0,0,1,1,1,0,3,0,0,0,0,0,0,160,16000,160,0,160,160,160,0,1,0,0,0,160,0,1,0,0,0,100,160,492.11470035,276.9734955,401.0070953,61.7591057,"20250403020020"
"3","20250403020028_1",1,100,0,39.96003996,100,0,0,0,0,39.96003996,0,0,0,25,1,25,1,0,0,4,0,0,0,1,1,0,3,19,0,0,0,0,0,250.25,25025,1001,0,1001,1001,0,0,1,0,0,1001,0,0,0,1,0,0,0,1001,492.11470035,276.9734955,401.0070953,61.7591057,"20250403020028"
"4","20250403020029_3",4,0,100,15.333333335,100,50,50,0,0,0,0,0,0,100,3,0,2,20,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,1500,75000,1500,0,1500,0,0,0,0.5,0.5,0,1500,0,0,0,1,0,0,50,1500,492.11470035,276.9734955,401.0070953,61.7591057,"20250403020029"
"5","20250903040005_2",1,0,100,60,100,0,0,0,60,0,0,0,0,10,2,0,1,0,0,4,0,0,0,1,0,0,3,37,42,0,0,0,0,50,5000,500,0,500,0,0,0,0,1,500,0,0,0,0,0,1,0,100,500,478.99780275,272.10095975,390.31837465,55.5847549,"20250903040005"
"6","20250903040022_1",1,100,0,53.81165919,100,0,0,0,0,53.81165919,0,0,0,100,3,100,1,1,1,4,0,0,1,1,1,1,3,0,0,0,0,0,0,223,22300,223,0,223,223,223,223,1,0,0,223,0,0,0,1,0,0,0,223,461.9820404,271.99371335,370.18954465,58.4026108,"20250903040022"
"7","20251401050020_1",1,100,0,10.05025126,100,0,0,0,0,0,10.05025126,0,0,100,4,75,1,3,0,2,0,0,1,1,1,0,3,0,0,0,0,0,0,4975,497500,4975,0,4975,4975,4975,0,0,1,0,4975,0,0,0,1,0,0,0,4975,469.79496765,273.5334854,390.64549255,55.9709167,"20251401050020"
"8","20251401050020_2",1,100,0,6.035003018,100,0,0,0,0,0,6.035003018,0,0,100,4,0,1,1,0,3,0,0,1,1,1,0,3,0,0,0,0,0,0,8285,828500,8285,0,8285,8285,8285,0,0,1,0,8285,0,0,0,1,0,0,0,8285,469.79496765,273.5334854,390.64549255,55.9709167,"20251401050020"
"9","20251401050021_1",1,100,0,12,100,0,0,0,0,0,12,0,0,25,2,25,1,0,0,3,0,0,0,1,1,0,3,33,0,0,0,0,0,2500,250000,10000,0,10000,10000,0,0,0,1,0,10000,0,0,0,1,0,0,0,10000,469.79496765,273.5334854,390.64549255,55.9709167,"20251401050021"
"10","20350705010043_1",4,98.03921509,1.960784435,12.1521285825532,99.999999525,0,0,0,0,0,0,0,0,25,3,50,2,1,0,2,0,0,0,1,1,0,2,3,21,0,0,0,0,300,14999.99992875,1200,0,1200,1200,0,0,0,1,1200,0,0,0,0,0,1,0,0.9803922175,1200,408.3857269,211.28134915,348.78083805,56.2385063,"20350705010043"
"11","20360803010015_1",1,100,0,64.77732794,100,0,0,0,0,64.77732794,0,0,0,65,3,65,1,10,0,2,0,1,0,1,1,0,3,8,0,0,0,0,0,1235,123500,1900,0,1900,1900,0,0,1,0,0,1900,0,0,0,1,0,0,0,1900,334.57905575,181.07209015,400.1968994,76.6424255,"20360803010015"
"12","20360803010015_3",4,0,100,47.3684210497,100,0,0,0,0,0,0,0,0,100,3,0,2,30,0,2,0,1,0,1,1,0,3,0,0,0,0,0,0,950,47500,950,0,950,950,0,0,0,1,0,0,950,0,1,0,0,0,50,950,334.57905575,181.07209015,400.1968994,76.6424255,"20360803010015"
"13","20360803010028_1",1,100,0,133.3333333,100,0,0,0,0,0,133.3333333,0,0,100,2,0,1,5,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,300,30000,300,0,300,300,0,0,0,1,300,0,0,0,0,0,1,0,0,300,334.57905575,181.07209015,400.1968994,76.6424255,"20360803010028"
"14","20360803010028_2",1,100,0,14,100,0,0,0,0,14,0,0,0,100,2,10,1,40,1,2,0,1,0,0,0,0,3,0,0,0,0,0,0,5000,5e+05,5000,0,0,0,0,0,1,0,5000,0,0,0,0,0,1,0,0,5000,334.57905575,181.07209015,400.1968994,76.6424255,"20360803010028"
"15","20360803010052_1",1,100,0,16.66666667,100,0,0,0,0,16.66666667,0,0,0,100,1,100,1,10,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,600,60000,600,0,0,0,0,0,1,0,0,600,0,0,0,1,0,0,0,600,0,0,0,0,"20360803010052"
"16","20361805050023_1",1,0,100,55.55555556,100,0,0,55.55555556,0,0,0,0,0,90,2,75,1,60,0,3,0,0,1,0,0,0,3,21,0,0,0,0,0,1800,180000,2000,0,0,0,2000,0,1,0,0,2000,0,0,0,1,0,0,100,2000,334.55630495,180.2364044,373.39006045,76.6554565,"20361805050023"
"17","20361805050023_2",1,100,0,62.5,100,0,0,0,0,62.5,0,0,0,100,2,100,1,15,0,2,0,1,1,0,0,0,3,0,0,0,0,0,0,1600,160000,1600,0,0,0,1600,0,1,0,0,1600,0,0,0,1,0,0,0,1600,334.55630495,180.2364044,373.39006045,76.6554565,"20361805050023"
"18","20410702060014_1",1,100,0,32,100,0,0,0,0,0,32,0,0,25,1,25,1,0,0,4,0,0,0,1,1,0,2,3,8,0,0,0,0,625,62500,2500,0,2500,2500,0,0,0,1,0,2500,0,0,0,1,0,0,0,2500,446.9838409,235.83674625,342.5139923,105.4465942,"20410702060014"
"19","20540104040009_1",1,100,0,260.4166667,100,0,0,0,0,260.4166667,0,0,0,60,2,0,1,0,0,4,0,0,0,0,0,0,2,3,0,0,0,0,0,288,28800,480,0,0,0,0,0,1,0,0,0,480,0,1,0,0,0,0,480,427.9425812,182.84737015,287.28085325,100.9584122,"20540104040009"
"20","20540104040009_2",1,100,0,150,100,0,0,0,0,150,0,0,0,50,2,0,1,30,0,4,0,1,0,0,0,0,3,33,0,0,0,0,0,500,50000,1000,0,0,0,0,0,1,0,0,0,1000,0,1,0,0,0,0,1000,427.9425812,182.84737015,287.28085325,100.9584122,"20540104040009"
"21","20540104040024_1",1,100,0,218.2539683,100,0,0,0,0,218.2539683,0,0,0,70,4,0,1,0,0,4,0,0,0,0,0,0,2,3,21,0,0,0,0,252,25200,360,0,0,0,0,0,1,0,0,360,0,0,0,1,0,0,0,360,427.87080385,182.87463,287.379776,101.0086975,"20540104040024"
"22","20540104040024_2",1,100,0,22.91666667,100,0,0,0,0,22.91666667,0,0,0,80,4,0,1,40,0,4,0,1,0,0,0,0,3,21,0,0,0,0,0,2400,240000,3000,0,0,0,0,0,1,0,0,0,3000,0,1,0,0,0,0,3000,427.87080385,182.87463,287.379776,101.0086975,"20540104040024"
"23","21250403020015_1",1,0,100,150,100,0,0,150,0,0,0,0,0,100,1,100,1,15,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,100,10000,100,0,100,0,0,0,1,0,0,100,0,0,0,1,0,0,100,100,492.11470035,276.9734955,401.0070953,61.7591057,"21250403020015"
"24","21250403020030_3",1,0,100,46.2962963,100,0,0,46.2962963,0,0,0,0,0,100,3,100,1,30,0,3,0,0,0,1,1,0,3,0,0,0,0,0,0,1080,108000,1080,0,1080,1080,0,0,1,0,0,1080,0,0,0,1,0,0,100,1080,492.11470035,276.9734955,401.0070953,61.7591057,"21250403020030"
"25","21250903040009_1",1,100,0,8.333333333,100,0,0,0,0,0,8.333333333,0,0,30,1,30,1,0,0,1,0,0,0,1,0,0,3,19,37,42,0,0,0,600,60000,2000,0,2000,0,0,0,0,1,0,2000,0,0,0,1,0,0,0,2000,478.99780275,272.10095975,390.31837465,55.5847549,"21250903040009"
"26","21250903040017_2",1,0,100,10,100,0,100,0,0,0,0,0,10,100,7,100,1,2,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,800,80000,800,0,800,800,0,0,0,1,0,800,0,0,0,1,0,0,100,800,461.9820404,271.99371335,370.18954465,58.4026108,"21250903040017"
"27","21250903040017_3",4,100,0,200,100,0,0,0,0,0,0,0,0,100,7,100,2,4,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,100,5000,100,0,100,100,0,0,0,1,0,100,0,0,0,1,0,0,0,100,461.9820404,271.99371335,370.18954465,58.4026108,"21250903040017"
"28","21251401050001_2",4,0,100,68.888888886,100,0,20,0,0,0,0,0,0,100,4,0,2,15,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,450,22500,450,0,450,450,0,0,0,1,0,0,450,0,1,0,0,0,50,450,470.12297055,273.67472075,390.6450043,55.9604034,"21251401050001"
"29","21251401050014_1",1,0,100,7.77000777,100,0,0,0,7.77000777,0,0,0,0,100,4,100,1,3,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,5148,514800,5148,0,5148,5148,0,0,0,1,0,5148,0,0,0,1,0,0,100,5148,470.28598025,273.71063995,390.81271365,55.9418755,"21251401050014"
"30","21340802020002_1",4,100.00000381,0,36.1111111127221,100.00000381,0,0,0,0,0,0,0,0,100,3,0,2,0,0,3,0,1,0,1,1,0,3,0,0,0,0,0,0,1800,90000.003429,1800,0,1800,1800,0,0,0,1,0,1800,0,0,0,1,0,0,0,1800,450.47070315,200.8596115,324.4524994,69.270401,"21340802020002"
"31","21340802020020_1",1,100,0,6.349206349,100,0,0,0,0,0,6.349206349,0,0,50,1,0,1,2,1,2,1,0,0,0,0,0,3,21,0,0,0,0,0,630,63000,1260,1260,0,0,0,0,0,1,0,1260,0,0,0,1,0,0,0,1260,450.47070315,200.8596115,324.4524994,69.270401,"21340802020020"
"32","21350705010018_1",1,100,0,133.3333333,100,0,0,0,0,0,133.3333333,0,0,50,3,20,1,10,0,4,0,1,1,0,1,1,3,37,0,0,0,0,0,75,7500,150,0,0,150,150,150,0,1,0,150,0,0,0,1,0,0,0,150,408.47181705,211.36371615,352.70976255,56.249382,"21350705010018"
"33","21360803010034_1",1,100,0,150,100,0,0,0,0,150,0,0,0,100,1,100,1,3,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,100,10000,100,0,0,100,0,0,1,0,0,100,0,0,0,1,0,0,0,100,334.57905575,181.07209015,400.1968994,76.6424255,"21360803010034"
"34","21361805050001_1",1,100,0,1.234567901,100,0,0,0,0,1.234567901,0,0,0,100,3,100,1,20,0,2,0,1,1,1,1,0,3,0,0,0,0,0,0,8100,810000,8100,0,8100,8100,8100,0,1,0,0,8100,0,0,0,1,0,0,0,8100,334.55630495,180.2364044,373.39006045,76.6554565,"21361805050001"
"35","21361805050001_2",1,0,100,10,100,0,0,10,0,0,0,0,0,100,3,100,1,20,0,2,0,1,1,1,1,0,3,0,0,0,0,0,0,6000,6e+05,6000,0,6000,6000,6000,0,1,0,0,6000,0,0,0,1,0,0,100,6000,334.55630495,180.2364044,373.39006045,76.6554565,"21361805050001"
"36","21361805050001_3",1,0,100,15,100,100,0,0,0,0,0,15,0,100,3,0,1,5,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,200,20000,200,0,0,0,200,0,1,0,0,200,0,0,0,1,0,0,100,200,334.55630495,180.2364044,373.39006045,76.6554565,"21361805050001"
"37","21361805050016_1",1,100,0,44.11764706,100,0,0,0,0,44.11764706,0,0,0,100,2,100,1,1,0,3,0,0,0,1,1,0,3,0,0,0,0,0,0,340,34000,340,0,340,340,0,0,1,0,0,340,0,0,0,1,0,0,0,340,334.42170715,179.994194,369.7374573,76.7090302,"21361805050016"
"38","21361805050016_2",1,100,0,25,100,0,0,0,0,25,0,0,0,100,2,100,1,20,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,600,60000,600,0,600,600,0,0,1,0,0,600,0,0,0,1,0,0,0,600,334.42170715,179.994194,369.7374573,76.7090302,"21361805050016"
"39","21410203090001_1",4,100.00000381,0,68.8705234197593,100.00000381,0,0,0,0,0,0,0,0,50,1,0,2,0,1,4,0,1,1,1,1,1,3,28,0,0,0,0,0,1089,54450.002074545,2178,0,2178,2178,2178,2178,0.5,0.5,0,2178,0,0,0,1,0,0,0,2178,423.1142731,266.2794876,367.64932255,70.8203354,"21410203090001"
"40","21410203090011_1",4,50,50,9.543461438,100,0,0,0,0,0,0,0,0,100,2,50,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,3877,193850,3877,0,3877,0,0,0,0,1,0,3877,0,0,0,1,0,0,25,3877,423.1142731,266.2794876,367.64932255,70.8203354,"21410203090011"
"41","21410702060004_1",1,100,0,57.14285714,100,0,0,0,0,0,57.14285714,0,0,20,4,50,1,0,0,3,0,0,1,1,0,0,2,3,21,0,0,0,0,700,70000,3500,0,3500,0,3500,0,0,1,0,3500,0,0,0,1,0,0,0,3500,450.86869815,230.73638155,355.4109192,100.952301,"21410702060004"
"42","21410702060006_1",1,100,0,59.49724825,100,0,0,0,0,0,59.49724825,0,0,75,9,25,1,0,1,3,0,0,0,1,1,0,3,19,37,0,0,0,0,1680.75,168075,2241,0,2241,2241,0,0,0,1,0,2241,0,0,0,1,0,0,0,2241,450.86869815,230.73638155,355.4109192,100.952301,"21410702060006"
"43","21410702060006_6",1,100,0,43.7397485,100,0,0,0,0,0,43.7397485,0,0,25,9,0,1,10,1,3,0,0,0,1,1,0,3,33,37,0,0,0,0,2286.25,228625,9145,0,9145,9145,0,0,0,1,0,9145,0,0,0,1,0,0,0,9145,450.86869815,230.73638155,355.4109192,100.952301,"21410702060006"
"44","21410702060023_1",1,100,0,100,100,0,0,0,0,0,100,0,0,25,3,0,1,0,1,4,0,0,0,1,1,0,3,33,0,0,0,0,0,600,60000,2400,0,2400,2400,0,0,0,1,0,2400,0,0,0,1,0,0,0,2400,450.86869815,230.73638155,355.4109192,100.952301,"21410702060023"
"45","21410702060023_2",1,100,0,109.789868544758,100,0,0,0,0,0,109.789868544758,0,0,100,3,0,1,5,1,4,0,0,0,1,1,0,3,0,0,0,0,0,0,125,12500,125,0,125,125,0,0,0,1,0,125,0,0,0,1,0,0,0,125,450.86869815,230.73638155,355.4109192,100.952301,"21410702060023"
"46","21510201060007_1",1,100,0,74.07407407,100,0,0,0,0,74.07407407,0,0,0,90,2,0,1,2,0,1,0,1,0,1,1,0,2,3,21,0,0,0,0,540,54000,600,0,600,600,0,0,1,0,0,600,0,0,0,1,0,0,0,600,397.5599518,167.27864835,255.4420624,92.1781235,"21510201060007"
"47","21540104040010_1",1,100,0,177.4622893,100,0,0,0,0,177.4622893,0,0,0,35,2,0,1,0,0,4,0,0,0,0,0,0,2,3,8,0,0,0,0,169.05,16905,483,0,0,0,0,0,1,0,483,0,0,0,0,0,1,0,0,483,427.9425812,182.84737015,287.28085325,100.9584122,"21540104040010"
"48","21540104040030_2",1,0,100,300,100,0,100,0,0,0,0,0,300,100,4,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,50,5000,50,0,0,0,0,0,0,1,0,50,0,0,0,1,0,0,100,50,427.87080385,182.87463,287.379776,101.0086975,"21540104040030"
"49","21540104040030_4",1,100,0,30,100,0,0,0,0,30,0,0,0,100,4,0,1,20,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,1200,120000,1200,0,0,0,0,0,1,0,0,1200,0,0,0,1,0,0,0,1200,427.87080385,182.87463,287.379776,101.0086975,"21540104040030"
"50","21570203050008_1",4,0,100,138.88888893,100,0,0,0,0,0,0,0,0,90,2,80,2,30,1,3,1,0,0,0,0,0,3,21,0,0,0,0,0,1440,72000,1600,1600,0,0,0,0,1,0,0,1600,0,0,0,1,0,0,50,1600,385.4243622,163.437027,245.51890565,106.2136688,"21570203050008"
"51","22250403020009_1",1,100,0,300,100,0,0,0,0,0,300,0,0,50,3,0,1,5,0,3,0,0,0,1,0,0,3,19,0,0,0,0,0,100,10000,200,0,200,0,0,0,0,1,0,200,0,0,0,1,0,0,0,200,491.98042295,276.900444,400.91229245,61.7726212,"22250403020009"
"52","22250403020009_3",1,100,0,300,100,0,0,0,0,0,300,0,0,100,3,0,1,10,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,100,10000,100,0,100,0,0,0,0,1,0,100,0,0,0,1,0,0,0,100,491.98042295,276.900444,400.91229245,61.7726212,"22250403020009"
"53","22250403020020_1",1,100,0,47.59071981,100,0,0,0,0,0,47.59071981,0,0,100,3,50,1,20,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,1681,168100,1681,0,1681,0,1681,0,0,1,0,1681,0,0,0,1,0,0,0,1681,492.11470035,276.9734955,401.0070953,61.7591057,"22250403020020"
"54","22250903040011_1",1,100,0,213.3333333,100,0,0,0,0,0,213.3333333,0,0,25,3,25,1,0,0,3,0,0,0,1,1,0,3,19,0,0,0,0,0,187.5,18750,750,0,750,750,0,0,0,1,0,750,0,0,0,1,0,0,0,750,461.9820404,271.99371335,370.18954465,58.4026108,"22250903040011"
"55","22250903040011_2",1,100,0,355.5555556,100,0,0,0,0,0,355.5555556,0,0,50,3,50,1,5,0,3,0,0,0,1,1,0,3,19,0,0,0,0,0,112.5,11250,225,0,225,225,0,0,0,1,0,225,0,0,0,1,0,0,0,225,461.9820404,271.99371335,370.18954465,58.4026108,"22250903040011"
"56","22251401050013_2",1,0,100,250,100,0,0,0,250,0,0,0,0,100,5,100,1,3,0,3,0,1,1,1,0,0,3,0,0,0,0,0,0,600,60000,600,0,600,0,600,0,0,1,0,600,0,0,0,1,0,0,100,600,469.62268065,273.50540925,390.46817015,55.9921875,"22251401050013"
"57","22251401050013_5",1,0,100,187.5,100,0,0,0,187.5,0,0,0,0,100,5,100,1,20,0,3,0,1,1,1,0,0,3,0,0,0,0,0,0,800,80000,800,0,800,0,800,0,0,1,0,800,0,0,0,1,0,0,100,800,469.62268065,273.50540925,390.46817015,55.9921875,"22251401050013"
"58","22251401050015_1",4,50,50,6,100,50,0,0,0,0,0,0,0,100,2,100,2,15,0,3,0,1,0,1,0,0,3,33,0,0,0,0,0,10000,5e+05,10000,0,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,25,10000,469.62268065,273.50540925,390.46817015,55.9921875,"22251401050015"
"59","22360803010016_1",1,100,0,40,100,0,0,0,0,40,0,0,0,100,1,100,1,20,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,625,62500,625,0,625,0,0,0,1,0,0,625,0,0,0,1,0,0,0,625,0,0,0,0,"22360803010016"
"60","22360803010037_1",4,50,50,50,100,0,50,0,0,0,0,0,0,100,2,100,2,10,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,600,30000,600,0,0,0,0,0,0,1,0,600,0,0,0,1,0,0,25,600,334.57905575,181.07209015,400.1968994,76.6424255,"22360803010037"
"61","22361805050023_1",1,100,0,75,100,0,0,0,0,75,0,0,0,100,2,0,1,10,0,3,0,0,1,1,0,0,3,0,0,0,0,0,0,800,80000,800,0,800,0,800,0,1,0,0,0,0,800,0,0,0,1,0,800,334.512207,180.1671982,369.8519287,76.6836853,"22361805050023"
"62","22410203090010_2",4,0,100,118.577075126,100,0,0,0,0,0,0,0,0,75,5,100,2,20,1,3,1,0,0,1,1,0,3,33,0,0,0,0,0,759,37950,1012,1012,1012,1012,0,0,0,1,0,1012,0,0,0,1,0,0,50,1012,422.73435975,266.08343505,367.63224795,70.7808762,"22410203090010"
"63","22410203090012_1",1,100,0,93.33333333,100,0,0,0,0,0,93.33333333,0,0,30,2,25,1,0,1,4,0,0,1,1,1,1,2,3,7,8,19,37,0,750,75000,2500,0,2500,2500,2500,2500,0,1,0,2500,0,0,0,1,0,0,0,2500,422.73435975,266.08343505,367.63224795,70.7808762,"22410203090012"
"64","22410203090012_2",1,100,0,109.789868544758,100,0,0,0,0,0,109.789868544758,0,0,100,2,0,1,90,1,4,0,0,1,1,1,1,3,0,0,0,0,0,0,100,10000,100,0,100,100,100,100,0,1,0,100,0,0,0,1,0,0,0,100,422.73435975,266.08343505,367.63224795,70.7808762,"22410203090012"
"65","22410702060001_1",1,100,0,37.03703704,100,0,0,0,0,0,37.03703704,0,0,75,3,75,1,0,1,2,0,1,0,1,0,0,3,33,0,0,0,0,0,1350,135000,1800,0,1800,0,0,0,0,1,0,1800,0,0,0,1,0,0,0,1800,450.86869815,230.73638155,355.4109192,100.952301,"22410702060001"
"66","22410702060001_3",1,100,0,54.05405405,100,0,0,0,0,0,54.05405405,0,0,100,3,100,1,30,1,4,0,1,0,1,0,0,3,0,0,0,0,0,0,925,92500,925,0,925,0,0,0,0,1,0,925,0,0,0,1,0,0,0,925,450.86869815,230.73638155,355.4109192,100.952301,"22410702060001"
"67","22510201060005_1",1,100,0,0,100,0,0,0,0,0,0,0,0,80,2,90,1,60,0,2,0,0,1,1,1,0,3,21,0,0,0,0,0,2088,208800,2610,0,2610,2610,2610,0,1,0,0,2610,0,0,0,1,0,0,0,2610,380.96632385,170.0453644,259.75397495,91.0041122,"22510201060005"
"68","22540104040022_1",9,100,0,15.00000000078,100,0,0,0,0,0,0,0,0,20,2,0,3,0,0,4,1,0,0,1,0,0,2,3,11,21,0,0,0,2000,66666.6666666667,10000,10000,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,10000,427.87080385,182.87463,287.379776,101.0086975,"22540104040022"
"69","22540104040025_1",1,100,0,90.0360503710249,100,0,0,0,0,90.0360503710249,0,0,0,40,4,80,1,0,0,4,0,1,0,1,0,0,2,3,8,0,0,0,0,1600,160000,4000,0,4000,0,0,0,1,0,0,4000,0,0,0,1,0,0,0,4000,427.79963685,182.7964096,287.30912015,100.9819794,"22540104040025"
"70","22540104040025_2",1,100,0,250,100,0,0,0,0,250,0,0,0,20,4,50,1,15,0,4,0,1,0,1,0,0,2,3,0,0,0,0,0,2000,2e+05,10000,0,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,10000,427.79963685,182.7964096,287.30912015,100.9819794,"22540104040025"
"71","22540104040025_3",1,100,0,213.3333333,100,0,0,0,0,0,213.3333333,0,0,75,4,0,1,5,0,4,0,1,0,1,0,0,3,21,0,0,0,0,0,7500,750000,10000,0,10000,0,0,0,0,1,0,0,10000,0,1,0,0,0,0,10000,427.79963685,182.7964096,287.30912015,100.9819794,"22540104040025"
"72","22540104040025_4",1,0,100,222.2222222,100,100,0,0,0,0,0,222.2222222,0,100,4,0,1,5,0,4,0,1,0,1,0,0,3,0,0,0,0,0,0,450,45000,450,0,450,0,0,0,1,0,0,0,450,0,1,0,0,0,100,450,427.79963685,182.7964096,287.30912015,100.9819794,"22540104040025"
"73","22570203050011_1",1,0,100,11.46666667,100,0,0,11.46666667,0,0,0,0,0,75,2,50,1,2,1,4,1,1,0,1,1,0,2,3,8,0,0,0,0,7500,750000,10000,10000,10000,10000,0,0,1,0,0,10000,0,0,0,1,0,0,100,10000,385.15296935,163.40100095,248.8004913,109.9057312,"22570203050011"
"74","22570203050011_2",1,0,100,74.13793103,100,0,0,74.13793103,0,0,0,0,0,40,2,25,1,60,0,4,0,1,1,0,0,1,3,21,0,0,0,0,0,1160,116000,2900,0,0,0,2900,2900,1,0,2900,0,0,0,0,0,1,0,100,2900,385.15296935,163.40100095,248.8004913,109.9057312,"22570203050011"
"75","23250403020018_4",1,100,0,2,100,0,0,0,0,2,0,0,0,100,6,100,1,60,0,4,0,1,1,1,1,0,3,0,0,0,0,0,0,1000,1e+05,1000,0,1000,1000,1000,0,1,0,1000,0,0,0,0,0,1,0,0,1000,492.11470035,276.9734955,401.0070953,61.7591057,"23250403020018"
"76","23250403020018_5",1,0,100,35.77817531,100,0,0,35.77817531,0,0,0,0,0,100,6,100,1,20,0,1,0,1,1,1,1,0,3,0,0,0,0,0,0,559,55900,559,0,559,559,559,0,1,0,0,559,0,0,0,1,0,0,100,559,492.11470035,276.9734955,401.0070953,61.7591057,"23250403020018"
"77","23250903040006_5",1,100,0,233.3333333,100,0,0,0,0,0,233.3333333,0,0,100,5,0,1,30,1,3,0,1,1,1,0,1,3,0,0,0,0,0,0,300,30000,300,0,300,0,300,300,0,1,0,300,0,0,0,1,0,0,0,300,461.9820404,271.99371335,370.18954465,58.4026108,"23250903040006"
"78","23250903040012_1",1,100,0,20,100,0,0,0,0,0,20,0,0,100,3,100,1,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,2000,2e+05,2000,0,2000,0,2000,0,0,1,0,2000,0,0,0,1,0,0,0,2000,461.9820404,271.99371335,370.18954465,58.4026108,"23250903040012"
"79","23251401050002_2",1,100,0,0,100,0,0,0,0,0,0,0,0,100,2,100,1,10,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,200,20000,200,0,200,0,0,0,0,1,0,200,0,0,0,1,0,0,0,200,469.62268065,273.50540925,390.46817015,55.9921875,"23251401050002"
"80","23251401050011_1",4,100.00000763,0,80.0000000011662,100.00000763,0,0,0,0,0,0,0,0,30,1,30,2,0,0,1,0,0,0,1,0,0,2,3,33,37,0,0,0,300,15000.0011445,1000,0,1000,0,0,0,0.5,0.5,0,1000,0,0,0,1,0,0,0,1000,469.62268065,273.50540925,390.46817015,55.9921875,"23251401050011"
"81","23340101030004_1",4,100,0,50,100,0,0,0,0,0,0,0,0,50,2,0,2,2,1,2,0,1,1,1,0,0,3,19,0,0,0,0,0,2000,1e+05,4000,0,4000,0,4000,0,0,1,0,4000,0,0,0,1,0,0,0,4000,461.89823915,208.7980957,354.46684265,103.0727386,"23340101030004"
"82","23340101030004_2",4,100,0,104.934415102864,100,0,0,0,0,0,0,0,0,50,2,0,2,2,1,3,0,1,0,1,0,0,3,19,0,0,0,0,0,50,2500,100,0,100,0,0,0,0,1,0,100,0,0,0,1,0,0,0,100,461.89823915,208.7980957,354.46684265,103.0727386,"23340101030004"
"83","23340101030005_1",1,100,0,30,100,0,0,0,0,0,30,0,0,50,1,35,1,5,1,3,0,1,1,1,0,0,3,19,0,0,0,0,0,2000,2e+05,4000,0,4000,0,4000,0,0,1,0,4000,0,0,0,1,0,0,0,4000,461.82766725,208.44911195,354.5507355,103.266449,"23340101030005"
"84","23360803010046_1",1,100,0,100,100,0,0,0,0,100,0,0,0,100,3,100,1,20,0,2,0,1,0,1,1,0,3,0,0,0,0,0,0,300,30000,300,0,300,300,0,0,1,0,0,300,0,0,0,1,0,0,0,300,334.614151,181.10242465,400.21707155,76.59935,"23360803010046"
"85","23360803010046_2",1,0,100,100,100,100,0,0,0,0,0,100,0,100,3,100,1,120,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,300,30000,300,0,0,0,300,0,1,0,0,300,0,0,0,1,0,0,100,300,334.614151,181.10242465,400.21707155,76.59935,"23360803010046"
"86","23360803010046_3",1,0,100,20,100,0,100,0,0,0,0,0,20,100,3,100,1,20,0,1,0,0,1,1,1,0,3,0,0,0,0,0,0,150,15000,150,0,150,150,150,0,0,1,0,150,0,0,0,1,0,0,100,150,334.614151,181.10242465,400.21707155,76.59935,"23360803010046"
