"","id1","n_varieties","share_area_local","share_area_improved","xx2_xx3","xx2","per_hib_bush","per_hib_climbers","yield_pure_i_b","yield_pure_i_c","yield_pure_local_b","yield_pure_local_c","yield_pure_hib_b","yield_pure_hib_c","d","d8","d10","d11","d12","d13","d14","d15","d16","d17","d18","d19","d22","c4_1","c4_2","c4_3","c4_4","c4_5","c4_6","c4_7","bean_area","i_l_b_area","cor_c","area_irrigated_land","area_manure_land","area_compost_land","area_fertilizer_land","area_pesticide_land","bush","climber","area_no_title","area_own_title","area_renting","area_share_croping","renting","own_title","own_notitle","share_croping","share_area_imp_var","cor_c.1","mean_p_beans_year_2015","mean_p_maize_year_2015","mean_p_sorghum_year_2015","mean_p_sp_year_2015","hhid"
"598","35361002110009_1",1,100,0,0,100,0,0,0,0,0,0,0,0,25,2,100,1,30,0,3,0,0,0,0,0,0,3,21,44,0,0,0,0,750,75000,3000,0,0,0,0,0,1,0,3000,0,0,0,0,0,1,0,0,3000,333.9767151,179.78032685,344.08857725,76.7903442,"35361002110009"
"599","35361002110023_1",1,100,0,74.0245932169351,100,0,0,0,0,74.0245932169351,0,0,0,45,1,0,1,30,0,2,0,0,1,1,1,0,3,21,0,0,0,0,0,22.5,2250,50,0,50,50,50,0,1,0,0,0,50,0,1,0,0,0,0,50,333.9767151,179.78032685,344.08857725,76.7903442,"35361002110023"
"600","35361402100004_1",1,100,0,56.66666667,100,0,0,0,0,56.66666667,0,0,0,100,3,0,1,45,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,300,30000,300,0,0,0,0,0,1,0,300,0,0,0,0,0,1,0,0,300,349.8731384,179.6493759,391.5943909,76.3267365,"35361402100004"
"601","35361402100004_2",1,100,0,68,100,0,0,0,0,68,0,0,0,100,3,0,1,30,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,250,25000,250,0,0,0,0,0,1,0,0,0,250,0,1,0,0,0,0,250,349.8731384,179.6493759,391.5943909,76.3267365,"35361402100004"
"602","35361402100012_1",1,0,100,25,100,0,100,0,0,0,0,0,25,100,5,0,1,30,0,4,0,1,1,1,1,0,3,0,0,0,0,0,0,2000,2e+05,2000,0,2000,2000,2000,0,0,1,0,2000,0,0,0,1,0,0,100,2000,350.0423889,179.775856,391.64878845,76.3976517,"35361402100012"
"603","35361402100012_3",1,0,100,80,100,0,0,0,80,0,0,0,0,100,5,0,1,60,0,3,0,1,1,1,1,0,3,0,0,0,0,0,0,750,75000,750,0,750,750,750,0,0,1,0,750,0,0,0,1,0,0,100,750,350.0423889,179.775856,391.64878845,76.3976517,"35361402100012"
"604","35361402100013_1",1,100,0,240,100,0,0,0,0,0,240,0,0,50,4,0,1,2,0,2,0,0,0,0,0,0,2,3,8,0,0,0,0,100,10000,200,0,0,0,0,0,0,1,0,200,0,0,0,1,0,0,0,200,350.0423889,179.775856,391.64878845,76.3976517,"35361402100013"
"605","35361402100013_2",1,100,0,80,100,0,0,0,0,0,80,0,0,50,4,0,1,25,0,3,0,0,0,1,1,0,3,8,21,43,0,0,0,300,30000,600,0,600,600,0,0,0,1,0,600,0,0,0,1,0,0,0,600,350.0423889,179.775856,391.64878845,76.3976517,"35361402100013"
"606","35361402100020_1",1,100,0,80,100,0,0,0,0,0,80,0,0,100,3,100,1,10,0,2,0,1,1,1,1,0,3,0,0,0,0,0,0,600,60000,600,0,600,600,600,0,0,1,0,0,600,0,1,0,0,0,0,600,350.0423889,179.775856,391.64878845,76.3976517,"35361402100020"
"607","35361704050030_1",1,0,100,88.88888889,100,0,0,0,88.88888889,0,0,0,0,50,1,50,1,30,0,4,0,0,0,0,0,0,3,21,0,0,0,0,0,112.5,11250,225,0,0,0,0,0,0,1,0,225,0,0,0,1,0,0,100,225,345.09931945,182.1187744,369.67526245,76.6162109,"35361704050030"
"608","35410301020010_1",4,40,60.00000381,33.3333333339259,100.00000381,0,60.00000381,0,0,0,0,0,0,90,1,90,2,0,1,4,0,0,0,1,1,0,2,3,0,0,0,0,0,540,27000.0010287,600,0,600,600,0,0,0,1,0,600,0,0,0,1,0,0,30.000001905,600,461.6465454,247.34811405,391.47694395,63.4038544,"35410301020010"
"609","35410301020017_1",16,40,40,87.1127913987213,80,0,20,0,0,0,0,0,0,100,7,0,5,0,0,4,0,1,1,1,0,0,3,0,0,0,0,0,0,200,4000,200,0,200,0,200,0,0,1,0,0,200,0,1,0,0,0,10,200,449.4861145,253.1051025,382.95770265,70.8375015,"35410301020017"
"610","35410301020017_2",25,40,60,107.822200023566,100,0,20,0,0,0,0,0,0,100,7,0,5,5,1,4,0,1,1,1,0,0,3,0,0,0,0,0,0,100,2000,100,0,100,0,100,0,0,1,0,0,100,0,1,0,0,0,12,100,449.4861145,253.1051025,382.95770265,70.8375015,"35410301020017"
"611","35410301020017_5",25,60.0000019,40.0000019,108.308757729007,100.0000038,0,11.4285717,0,0,0,0,0,0,95,7,0,5,15,1,1,0,1,1,1,0,0,3,8,0,0,0,0,0,190,3800.0001444,200,0,200,0,200,0,0,1,0,200,0,0,0,1,0,0,8.00000038,200,449.4861145,253.1051025,382.95770265,70.8375015,"35410301020017"
"612","35411002050012_2",1,0,100,15.625,100,0,0,0,15.625,0,0,0,0,80,2,80,1,0,1,2,0,0,0,1,0,0,2,3,0,0,0,0,0,960,96000,1200,0,1200,0,0,0,0,1,0,1200,0,0,0,1,0,0,100,1200,450.435257,268.61286925,374.8296051,72.6320343,"35411002050012"
"613","35411002050021_1",1,0,100,25,100,0,0,0,25,0,0,0,0,100,3,0,1,0,1,2,0,1,0,1,0,0,3,0,0,0,0,0,0,2000,2e+05,2000,0,2000,0,0,0,0,1,0,2000,0,0,0,1,0,0,100,2000,450.435257,268.61286925,374.8296051,72.6320343,"35411002050021"
"614","35510201060006_1",1,100,0,22.22222222,100,0,0,0,0,22.22222222,0,0,0,100,2,0,1,15,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,450,45000,450,0,450,0,0,0,1,0,450,0,0,0,0,0,1,0,0,450,397.05252075,167.25239565,255.47997285,92.268631,"35510201060006"
"615","35510201060007_1",4,0,100,194.001319745847,100,50,50,0,0,0,0,0,0,90,1,50,2,40,1,1,0,0,0,1,0,0,3,21,0,0,0,0,0,162,8100,180,0,180,0,0,0,0.5,0.5,0,180,0,0,0,1,0,0,50,180,380.63056945,169.986763,259.754364,91.1049728,"35510201060007"
"616","35540204010018_1",1,100,0,37.5,100,0,0,0,0,37.5,0,0,0,100,1,0,1,10,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1200,120000,1200,0,0,0,0,0,1,0,0,0,1200,0,1,0,0,0,0,1200,389.0785599,215.95393755,299.19044495,74.923027,"35540204010018"
"617","35540204010036_1",1,100,0,80,100,0,0,0,0,80,0,0,0,100,5,100,1,3,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,2500,250000,2500,0,0,0,0,0,1,0,0,2500,0,0,0,1,0,0,0,2500,363.1563797,207.9540367,299.34449005,75.0271225,"35540204010036"
"618","35540204010036_4",1,100,0,89.28571429,100,0,0,0,0,89.28571429,0,0,0,100,5,100,1,10,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,1120,112000,1120,0,0,0,0,0,1,0,0,1120,0,0,0,1,0,0,0,1120,363.1563797,207.9540367,299.34449005,75.0271225,"35540204010036"
"619","35540204010036_5",1,100,0,125,100,0,0,0,0,125,0,0,0,100,5,100,1,10,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,800,80000,800,0,0,0,0,0,1,0,800,0,0,0,0,0,1,0,0,800,363.1563797,207.9540367,299.34449005,75.0271225,"35540204010036"
"620","35540204010039_1",1,0,100,5,100,100,0,0,0,0,0,5,0,100,2,0,1,25,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,600,60000,600,0,0,600,0,0,1,0,0,0,600,0,1,0,0,0,100,600,389.0785599,215.95393755,299.19044495,74.923027,"35540204010039"
"621","35540204010039_2",1,100,0,8.333333333,100,0,0,0,0,8.333333333,0,0,0,100,2,0,1,30,1,4,0,0,1,0,1,0,3,0,0,0,0,0,0,1200,120000,1200,0,0,1200,1200,0,1,0,0,0,1200,0,1,0,0,0,0,1200,389.0785599,215.95393755,299.19044495,74.923027,"35540204010039"
"622","35570203050006_1",1,0,100,9.714285714,100,0,0,9.714285714,0,0,0,0,0,100,2,100,1,1,0,4,1,0,0,1,1,1,3,0,0,0,0,0,0,1750,175000,1750,1750,1750,1750,0,1750,1,0,0,0,1750,0,1,0,0,0,100,1750,385.15296935,163.40100095,248.8004913,109.9057312,"35570203050006"
"623","35570203050006_2",1,0,100,17,100,0,0,17,0,0,0,0,0,100,2,100,1,25,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,1000,1e+05,1000,1000,0,0,0,0,1,0,0,0,1000,0,1,0,0,0,100,1000,385.15296935,163.40100095,248.8004913,109.9057312,"35570203050006"
"624","35570203050007_1",4,50,50,93.2501369712784,100,0,50,0,0,0,0,0,0,75,3,0,2,5,1,2,0,0,0,1,0,0,3,21,0,0,0,0,0,337.5,16875,450,0,450,0,0,0,0,1,0,450,0,0,0,1,0,0,25,450,385.15296935,163.40100095,248.8004913,109.9057312,"35570203050007"
"625","36220401050030_1",1,100,0,83.1977335287863,100,0,0,0,0,83.1977335287863,0,0,0,90,10,100,1,0,0,4,0,1,0,0,1,0,2,3,21,0,0,0,0,630,63000,700,0,0,700,0,0,1,0,0,0,700,0,1,0,0,0,0,700,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"626","36220401050030_2",1,100,0,83.1977335287863,100,0,0,0,0,83.1977335287863,0,0,0,90,10,95,1,1,0,4,0,1,0,0,1,0,2,3,21,0,0,0,0,270,27000,300,0,0,300,0,0,1,0,0,0,300,0,1,0,0,0,0,300,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"627","36220401050030_3",1,100,0,83.1977335287863,100,0,0,0,0,83.1977335287863,0,0,0,70,10,80,1,5,0,4,0,1,0,0,1,0,2,3,0,0,0,0,0,245,24500,350,0,0,350,0,0,1,0,0,350,0,0,0,1,0,0,0,350,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"628","36220401050030_4",1,100,0,83.1977335287863,100,0,0,0,0,83.1977335287863,0,0,0,90,10,90,1,7,0,4,0,1,0,0,1,0,2,3,0,0,0,0,0,270,27000,300,0,0,300,0,0,1,0,0,0,300,0,1,0,0,0,0,300,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"629","36220401050030_5",1,100,0,83.1977335287863,100,0,0,0,0,83.1977335287863,0,0,0,80,10,90,1,5,0,4,0,0,0,0,1,0,2,3,19,0,0,0,0,360,36000,450,0,0,450,0,0,1,0,0,450,0,0,0,1,0,0,0,450,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"630","36220401050030_6",1,0,100,88.88888889,100,0,0,0,88.88888889,0,0,0,0,30,10,40,1,15,0,4,0,0,0,0,1,0,2,3,19,0,0,0,0,45,4500,150,0,0,150,0,0,0,1,0,0,150,0,1,0,0,0,100,150,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"631","36220401050030_7",1,100,0,277.7777778,100,0,0,0,0,277.7777778,0,0,0,90,10,90,1,5,0,4,0,1,0,0,1,0,2,3,19,0,0,0,0,1080,108000,1200,0,0,1200,0,0,1,0,0,1200,0,0,0,1,0,0,0,1200,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"632","36220401050030_8",1,100,0,285.7142857,100,0,0,0,0,285.7142857,0,0,0,70,10,80,1,15,0,4,0,1,0,0,1,0,2,3,8,0,0,0,0,1050,105000,1500,0,0,1500,0,0,1,0,0,1500,0,0,0,1,0,0,0,1500,387.5376892,214.1362381,295.02242275,105.5531769,"36220401050030"
"633","36280103010027_1",1,0,100,40,100,0,0,40,0,0,0,0,0,100,3,75,1,5,0,3,0,1,0,1,0,0,3,21,0,0,0,0,0,1250,125000,1250,0,1250,0,0,0,1,0,1250,0,0,0,0,0,1,0,100,1250,428.2586365,271.68548585,347.71865845,90.8992538,"36280103010027"
"634","36280103010027_2",1,100,0,200,100,0,0,0,0,200,0,0,0,75,3,75,1,5,0,3,0,1,0,1,0,0,3,21,0,0,0,0,0,150,15000,200,0,200,0,0,0,1,0,200,0,0,0,0,0,1,0,0,200,428.2586365,271.68548585,347.71865845,90.8992538,"36280103010027"
"635","36280103010059_1",1,0,100,108.1481481,100,100,0,0,0,0,0,108.1481481,0,75,2,0,1,15,0,2,0,1,0,1,0,0,3,21,0,0,0,0,0,1350,135000,1800,0,1800,0,0,0,1,0,0,1800,0,0,0,1,0,0,100,1800,428.54278565,271.67782595,347.78660585,90.8680725,"36280103010059"
"636","36280103010059_2",1,0,100,233.6,100,100,0,0,0,0,0,233.6,0,50,2,50,1,0,0,3,0,1,0,1,0,0,3,21,28,0,0,0,0,625,62500,1250,0,1250,0,0,0,1,0,0,1250,0,0,0,1,0,0,100,1250,428.54278565,271.67782595,347.78660585,90.8680725,"36280103010059"
"637","36330903010003_1",1,100,0,189.0359168,100,0,0,0,0,0,189.0359168,0,0,100,4,50,1,5,0,2,0,0,1,1,1,0,3,0,0,0,0,0,0,529,52900,529,0,529,529,529,0,0,1,0,529,0,0,0,1,0,0,0,529,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010003"
"638","36330903010003_2",1,100,0,52.08333333,100,0,0,0,0,0,52.08333333,0,0,100,4,50,1,15,0,3,0,0,1,1,1,0,3,0,0,0,0,0,0,1920,192000,1920,0,1920,1920,1920,0,0,1,0,1920,0,0,0,1,0,0,0,1920,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010003"
"639","36330903010003_4",1,100,0,44.44444444,100,0,0,0,0,0,44.44444444,0,0,100,4,50,1,1,0,3,0,0,0,1,1,0,3,0,0,0,0,0,0,900,90000,900,0,900,900,0,0,0,1,0,900,0,0,0,1,0,0,0,900,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010003"
"640","36330903010033_1",1,100,0,74.0245932169351,100,0,0,0,0,74.0245932169351,0,0,0,50,5,0,1,0,0,3,0,0,0,1,0,0,3,11,0,0,0,0,0,7.5,750,15,0,15,0,0,0,1,0,0,15,0,0,0,1,0,0,0,15,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010033"
"641","36330903010033_3",1,100,0,74.0245932169351,100,0,0,0,0,74.0245932169351,0,0,0,100,5,100,1,1,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,60,6000,60,0,60,0,0,0,1,0,0,60,0,0,0,1,0,0,0,60,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010033"
"642","36330903010033_4",1,0,100,109.758551023465,100,0,0,0,109.758551023465,0,0,0,0,40,5,0,1,1,0,2,0,0,0,0,0,0,3,37,0,0,0,0,0,40,4000,100,0,0,0,0,0,0,1,0,0,100,0,1,0,0,0,100,100,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010033"
"643","36330903010033_5",1,100,0,71.42857143,100,0,0,0,0,71.42857143,0,0,0,70,5,0,1,30,0,2,0,0,0,0,0,0,3,8,0,0,0,0,0,28,2800,40,0,0,0,0,0,1,0,0,0,40,0,1,0,0,0,0,40,458.9768677,185.3855972,355.23939515,108.6145325,"36330903010033"
"644","36331102040008_1",1,100,0,166.6666667,100,0,0,0,0,166.6666667,0,0,0,50,3,50,1,0,0,4,0,0,0,1,0,0,2,3,0,0,0,0,0,30,3000,60,0,60,0,0,0,1,0,60,0,0,0,0,0,1,0,0,60,454.5388031,195.53044125,355.1295929,116.1641083,"36331102040008"
"645","36411102060016_1",4,0,100,45.3333333375,100,0,25,0,0,0,0,0,0,75,2,0,2,0,0,4,0,0,0,1,1,0,2,3,0,0,0,0,0,375,18750,500,0,500,500,0,0,0,1,0,500,0,0,0,1,0,0,50,500,426.74971005,282.78059385,383.21765135,79.7448807,"36411102060016"
"646","36411102060036_1",1,0,100,111.1111111,100,0,0,0,111.1111111,0,0,0,0,30,1,30,1,0,0,3,0,0,0,1,1,0,2,3,8,0,0,0,0,450,45000,1500,0,1500,1500,0,0,0,1,1500,0,0,0,0,0,1,0,100,1500,427.2911682,282.29444885,383.3782501,79.5996017,"36411102060036"
"647","36411102060038_1",1,100,0,54.05405405,100,0,0,0,0,0,54.05405405,0,0,100,1,50,1,0,1,3,0,1,0,0,0,0,3,0,0,0,0,0,0,111,11100,111,0,0,0,0,0,0,1,0,111,0,0,0,1,0,0,0,111,426.97296145,282.4983597,383.38212585,79.5762634,"36411102060038"
"648","36421104060017_1",1,100,0,100,100,0,0,0,0,0,100,0,0,100,2,0,1,0,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,600,60000,600,0,600,600,0,0,0,1,0,600,0,0,0,1,0,0,0,600,446.9679718,171.5925903,403.3072052,102.8307648,"36421104060017"
"649","36421104060017_2",1,100,0,100,100,0,0,0,0,0,100,0,0,50,2,50,1,60,1,3,0,0,0,1,1,0,3,37,0,0,0,0,0,600,60000,1200,0,1200,1200,0,0,0,1,0,1200,0,0,0,1,0,0,0,1200,446.9679718,171.5925903,403.3072052,102.8307648,"36421104060017"
"650","36510302040011_2",9,70.00000381,30.00000191,86.8334394633876,100.00000572,30.00000191,0,0,0,0,0,0,0,100,3,100,3,10,0,3,0,1,0,1,0,0,3,0,0,0,0,0,0,90,3000.0001716,90,0,90,0,0,0,1,0,0,90,0,0,0,1,0,0,10.0000006366667,90,405.07989505,184.5567093,277.48313905,94.5965271,"36510302040011"
"651","36510302040011_3",1,100,0,107.929462262086,100,0,0,0,0,0,107.929462262086,0,0,100,3,100,1,10,0,4,0,1,0,1,0,0,3,0,0,0,0,0,0,42,4200,42,0,42,0,0,0,0,1,0,42,0,0,0,1,0,0,0,42,405.07989505,184.5567093,277.48313905,94.5965271,"36510302040011"
"652","36540601020046_1",9,100,0,85.2514919021,100,0,0,0,0,0,0,0,0,48,1,55,3,2,0,4,0,1,0,0,0,0,2,3,7,21,0,0,0,4692,156400,9775,0,0,0,0,0,1,0,0,9775,0,0,0,1,0,0,0,9775,438.6524658,203.1093445,258.7071457,97.2079697,"36540601020046"
"653","36540601020054_1",1,100,0,54.42176871,100,0,0,0,0,54.42176871,0,0,0,60,3,80,1,20,0,4,0,1,0,1,0,0,3,8,21,0,0,0,0,1470,147000,2450,0,2450,0,0,0,1,0,0,2450,0,0,0,1,0,0,0,2450,438.70663455,203.10881805,258.5246887,97.1694717,"36540601020054"
"654","36540601020054_2",1,0,100,132.6530612,100,100,0,0,0,0,0,132.6530612,0,80,3,0,1,10,0,4,0,1,0,1,0,0,3,21,0,0,0,0,0,980,98000,1225,0,1225,0,0,0,1,0,0,0,0,1225,0,0,0,1,100,1225,438.70663455,203.10881805,258.5246887,97.1694717,"36540601020054"
"655","36540601020054_3",1,100,0,96.03841537,100,0,0,0,0,0,96.03841537,0,0,85,3,0,1,40,0,4,0,1,0,1,0,0,3,21,0,0,0,0,0,1041.25,104125,1225,0,1225,0,0,0,0,1,0,0,1225,0,1,0,0,0,0,1225,438.70663455,203.10881805,258.5246887,97.1694717,"36540601020054"
"656","36570401120006_1",1,0,100,250,100,100,0,0,0,0,0,250,0,100,3,0,1,30,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,600,60000,600,0,600,0,0,0,1,0,0,600,0,0,0,1,0,0,100,600,431.7215881,213.3680954,243.35868835,106.778511,"36570401120006"
"657","37220401050003_1",1,100,0,112.0448179,100,0,0,0,0,112.0448179,0,0,0,68,4,0,1,10,0,4,0,1,0,1,0,0,3,8,37,0,0,0,0,142.8,14280,210,0,210,0,0,0,1,0,0,0,210,0,1,0,0,0,0,210,387.5376892,214.1362381,295.02242275,105.5531769,"37220401050003"
"658","37220401050003_3",1,100,0,85.33333333,100,0,0,0,0,85.33333333,0,0,0,75,4,0,1,7,0,4,0,1,0,1,0,0,3,8,0,0,0,0,0,187.5,18750,250,0,250,0,0,0,1,0,250,0,0,0,0,0,1,0,0,250,387.5376892,214.1362381,295.02242275,105.5531769,"37220401050003"
"659","37220401050010_1",1,100,0,50,100,0,0,0,0,50,0,0,0,70,1,100,1,0,0,4,0,0,0,1,1,0,2,3,0,0,0,0,0,140,14000,200,0,200,200,0,0,1,0,0,200,0,0,0,1,0,0,0,200,387.5376892,214.1362381,295.02242275,105.5531769,"37220401050010"
"660","37220401050015_1",1,0,100,37.84219002,100,0,0,0,37.84219002,0,0,0,0,90,6,100,1,0,0,4,0,1,0,0,1,0,2,3,0,0,0,0,0,1242,124200,1380,0,0,1380,0,0,0,1,0,1380,0,0,0,1,0,0,100,1380,387.3915863,214.02762605,294.9301834,105.4478836,"37220401050015"
"661","37220401050015_4",1,100,0,20,100,0,0,0,0,20,0,0,0,100,6,100,1,20,0,4,0,1,1,0,1,0,3,0,0,0,0,0,0,1400,140000,1400,0,0,1400,1400,0,1,0,0,1400,0,0,0,1,0,0,0,1400,387.3915863,214.02762605,294.9301834,105.4478836,"37220401050015"
"662","37220401050028_1",1,100,0,44.44444444,100,0,0,0,0,44.44444444,0,0,0,90,2,90,1,0,0,3,0,0,0,0,1,0,2,3,0,0,0,0,0,45,4500,50,0,0,50,0,0,1,0,50,0,0,0,0,0,1,0,0,50,387.3668671,214.07977295,295.0020218,105.6274948,"37220401050028"
"663","37220401050028_2",1,100,0,32,100,0,0,0,0,32,0,0,0,50,2,75,1,2,0,3,0,0,0,1,1,0,2,3,21,44,0,0,0,125,12500,250,0,250,250,0,0,1,0,250,0,0,0,0,0,1,0,0,250,387.3668671,214.07977295,295.0020218,105.6274948,"37220401050028"
"664","37231102010010_1",1,100,0,35,100,0,0,0,0,0,35,0,0,100,3,0,1,0,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,200,20000,200,0,200,200,0,0,0,1,0,200,0,0,0,1,0,0,0,200,347.39538575,207.1794586,344.45729065,59.745182,"37231102010010"
"665","37280103010027_1",4,100,0,42.539682532,100,0,0,0,0,0,0,0,0,75,2,75,2,2,1,3,0,1,0,1,1,0,2,3,19,0,0,0,0,3150,157500,4200,0,4200,4200,0,0,0.5,0.5,0,4200,0,0,0,1,0,0,0,4200,428.54278565,271.67782595,347.78660585,90.8680725,"37280103010027"
"666","37280103010027_2",1,0,100,166.6666667,100,100,0,0,0,0,0,166.6666667,0,50,2,0,1,5,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,600,60000,1200,0,0,0,0,0,1,0,0,0,1200,0,1,0,0,0,100,1200,428.54278565,271.67782595,347.78660585,90.8680725,"37280103010027"
"667","37330903010015_2",1,100,0,74.0245932169351,100,0,0,0,0,74.0245932169351,0,0,0,10,5,0,1,10,0,1,0,0,0,1,0,0,3,21,0,0,0,0,0,5,500,50,0,50,0,0,0,1,0,0,0,50,0,1,0,0,0,0,50,458.83120725,185.5416336,355.2304382,108.5303726,"37330903010015"
"668","37330903010015_5",1,100,0,40,100,0,0,0,0,40,0,0,0,100,5,0,1,60,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,200,20000,200,0,200,0,0,0,1,0,0,0,200,0,1,0,0,0,0,200,458.83120725,185.5416336,355.2304382,108.5303726,"37330903010015"
"669","37330903010023_1",1,100,0,44.44444444,100,0,0,0,0,0,44.44444444,0,0,100,3,80,1,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,2250,225000,2250,0,0,0,2250,0,0,1,0,2250,0,0,0,1,0,0,0,2250,458.83120725,185.5416336,355.2304382,108.5303726,"37330903010023"
"670","37330903010023_2",1,100,0,66.66666667,100,0,0,0,0,0,66.66666667,0,0,100,3,80,1,10,0,3,0,1,0,1,0,0,3,0,0,0,0,0,0,1500,150000,1500,0,1500,0,0,0,0,1,0,1500,0,0,0,1,0,0,0,1500,458.83120725,185.5416336,355.2304382,108.5303726,"37330903010023"
"671","37330903010023_3",1,100,0,83.33333333,100,0,0,0,0,0,83.33333333,0,0,100,3,60,1,30,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,1200,120000,1200,0,1200,0,0,0,0,1,0,1200,0,0,0,1,0,0,0,1200,458.83120725,185.5416336,355.2304382,108.5303726,"37330903010023"
"672","37331102040001_1",1,0,100,25,100,0,0,0,25,0,0,0,0,100,1,100,1,10,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,600,60000,600,0,0,0,0,0,0,1,600,0,0,0,0,0,1,0,100,600,454.5388031,195.53044125,355.1295929,116.1641083,"37331102040001"
"673","37331102040010_2",1,100,0,109.0909091,100,0,0,0,0,0,109.0909091,0,0,100,3,100,1,15,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,110,11000,110,0,0,0,0,0,0,1,110,0,0,0,0,0,1,0,0,110,454.5388031,195.53044125,355.1295929,116.1641083,"37331102040010"
"674","37331102040014_1",1,100,0,10,100,0,0,0,0,0,10,0,0,100,1,0,1,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,400,40000,400,0,0,0,0,0,0,1,0,0,400,0,1,0,0,0,0,400,454.1966858,195.3134155,355.1285095,116.2157211,"37331102040014"
"675","37331102040020_1",1,100,0,250,100,0,0,0,0,0,250,0,0,80,2,80,1,0,0,4,0,0,0,0,0,0,2,3,0,0,0,0,0,40,4000,50,0,0,0,0,0,0,1,0,50,0,0,0,1,0,0,0,50,454.1966858,195.3134155,355.1285095,116.2157211,"37331102040020"
"676","37331102040020_2",1,100,0,117.2882946,100,0,0,0,0,0,117.2882946,0,0,98,-88,100,1,5,0,3,0,1,0,0,0,0,2,3,0,0,0,0,0,85.26,8526,87,0,0,0,0,0,0,1,0,87,0,0,0,1,0,0,0,87,454.1966858,195.3134155,355.1285095,116.2157211,"37331102040020"
"677","37331102040020_3",1,100,0,138.8888889,100,0,0,0,0,0,138.8888889,0,0,60,1,60,1,5,0,4,0,1,0,0,0,0,2,3,0,0,0,0,0,72,7200,120,0,0,0,0,0,0,1,0,120,0,0,0,1,0,0,0,120,454.1966858,195.3134155,355.1285095,116.2157211,"37331102040020"
"678","37331102040020_5",1,100,0,100,100,0,0,0,0,0,100,0,0,100,1,0,1,20,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,100,10000,100,0,0,0,0,0,0,1,0,0,100,0,1,0,0,0,0,100,454.1966858,195.3134155,355.1285095,116.2157211,"37331102040020"
"679","37411102060002_1",1,0,100,134.6153846,100,0,100,0,0,0,0,0,134.6153846,80,4,100,1,3,0,3,0,0,0,1,1,0,3,8,0,0,0,0,0,260,26000,325,0,325,325,0,0,0,1,0,0,0,325,0,0,0,1,100,325,426.74971005,282.78059385,383.21765135,79.7448807,"37411102060002"
"680","37411102060002_2",1,100,0,2.62605042,100,0,0,0,0,2.62605042,0,0,0,80,4,100,1,10,0,3,0,0,0,1,1,0,3,8,0,0,0,0,0,3808,380800,4760,0,4760,4760,0,0,1,0,0,0,0,4760,0,0,0,1,0,4760,426.74971005,282.78059385,383.21765135,79.7448807,"37411102060002"
"681","37411102060002_3",1,0,100,14.81481481,100,0,100,0,0,0,0,0,14.81481481,100,4,100,1,5,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,1080,108000,1080,0,1080,1080,0,0,0,1,0,1080,0,0,0,1,0,0,100,1080,426.74971005,282.78059385,383.21765135,79.7448807,"37411102060002"
"682","37411102060015_1",1,0,100,94.45100354,100,0,0,0,94.45100354,0,0,0,0,70,1,20,1,5,0,1,0,0,0,1,0,0,3,8,0,0,0,0,0,84.7,8470,121,0,121,0,0,0,0,1,0,121,0,0,0,1,0,0,100,121,426.74971005,282.78059385,383.21765135,79.7448807,"37411102060015"
"683","37421104060003_2",1,100,0,10.03009027,100,0,0,0,0,0,10.03009027,0,0,100,2,100,1,10,0,4,0,0,0,1,1,0,3,0,0,0,0,0,0,997,99700,997,0,997,997,0,0,0,1,0,997,0,0,0,1,0,0,0,997,446.9679718,171.5925903,403.3072052,102.8307648,"37421104060003"
